curp,nombre,a_paterno,a_materno,calle_num,municipio,cp,colonia,estado,tel_casa,tel_celular,email,fotografia,facultad,instituto,unidad,es_alumno,es_academico,es_trabajador
GAGM850104FQRCUB49,ADELINA,GAMBOA,GARCIA,Monte Pelvoux 111 Ofna 704,Miguel Hidalgo,11000,Lomas de Chapultepec,Cuidad de México,5669100957,5601954579,adelinagarcia85@cepe.unam.mx,proyecto/data/photos/photo_GAGM850104FQRCUB49.png,No aplica,No aplica,CEPE,False,False,True
FLLM560501FBZQIS77,GUILLERMINA,FLORES,LEON,"EMILIANO ZAPATA, 167 Dpto. 302",Benito Juárez,33030,PORTALES NORTE,Cuidad de México,5501591315,5544397758,guillerminaflores56@deporte.unam.mx,proyecto/data/photos/photo_FLLM560501FBZQIS77.png,No aplica,No aplica,Alberca,False,False,True
ESAM020102FCXEER12,MA. ESTHER,ESTRADA,ACOSTA,Rio Guadiana 24 Depto 202,Cuauhtémoc,65000,Cuauhtemoc,Cuidad de México,5556059408,5609366033,ma.acosta02@odontologia.unam.mx,proyecto/data/photos/photo_ESAM020102FCXEER12.jpg,Facultad de Odontología,No aplica,No aplica,True,False,False
OLGM540717FZDWFR17,APOLINAR,OLMOS,GALAN,Camino a Belen 43,Álvaro Obregón,11400,Jose Ma Pino Suarez,Cuidad de México,5547873837,5610906141,apolinargalan54@dgdc.unam.mx,proyecto/data/photos/photo_OLGM540717FZDWFR17.jpg,No aplica,No aplica,Universum,False,False,True
LUMN831109FTWBAY46,ELIZABETH,LUNA,MORALES,Planetas Lt 8 Mz 5 Secc Ctm 4,Azcapotzalco,21000,U Hab El Rosario,Cuidad de México,5693846201,5645131417,elizabethluna83@ii.unam.mx,proyecto/data/photos/photo_LUMN831109FTWBAY46.jpg,No aplica,Instituto de Ingeniería,No aplica,False,True,False
RIHN540917FPDCWU98,BEATRIZ,RIOS,HIGUERA,COYOTES L-54,Gustavo A. Madero,71800,Cocoyotes,Cuidad de México,5600686978,5650206001,beatrizrios54@tv.unam.mx,proyecto/data/photos/photo_RIHN540917FPDCWU98.jpg,No aplica,No aplica,TV UNAM,False,False,True
PRAN580330FDARPK34,JULIETA,PRIETO,ALFARO,Calz Xoch Tuly 39 Mz 3 Ent G Depto 402,Xochimilco,16090,Tablas de San Lorenzo,Cuidad de México,5612440933,5568998431,julietaprieto58@torre.unam.mx,proyecto/data/photos/photo_PRAN580330FDARPK34.png,No aplica,No aplica,Torre II de Humanidades,False,False,True
TOMP030101FAWAFW10,SUGEY,TOLEDO,MENDEZ,Tecpan de Galeana Lt 12 Mz 133,Gustavo A. Madero,75100,San Felipe de Jesus,Cuidad de México,5565997438,5587761154,sugeytoledo03@arquitectura.unam.mx,proyecto/data/photos/photo_TOMP030101FAWAFW10.png,Facultad de Arquitectura,Instituto de Geografía,No aplica,True,True,False
POBR010316FCYAAL09,MA. CONCEPCION,PONCE,BECERRA,G.anaya y J.granja Merc.ciprian Mod.ii Loc.vf-10,Venustiano Carranza,15810,Merced Balbuena,Cuidad de México,5522801274,5589225960,ma.ponce01@ciencias.unam.mx,proyecto/data/photos/photo_POBR010316FCYAAL09.jpg,Facultad de Ciencias,No aplica,No aplica,True,False,False
SAFR710421FNHXCV53,LETICIA,SALAZAR,FLORES,Ricardo Flores Magon 501 a Depto a 301,Cuauhtémoc,64500,Atlampa,Cuidad de México,5596548073,5541246746,leticiasalazar71@posgrado.unam.mx,proyecto/data/photos/photo_SAFR710421FNHXCV53.png,No aplica,No aplica,Unidad de Posgrado,False,False,True
DIAR010219FCFNNY69,ALMA DELIA,DIMAS,ALVAREZ,AV. PROLONGACION DIVISION DEL NORTE NUM. 5427 CASA-12,Xochimilco,16030,HUICHAPAN,Cuidad de México,5534747976,5574739525,almaalvarez01@quimica.unam.mx,proyecto/data/photos/photo_DIAR010219FCFNNY69.png,Facultad de Química,No aplica,No aplica,True,False,False
VEIR030324FTNCMX71,PERLA,VELAZQUEZ,IBAÑEZ,Av Rio Sta Maria Edif 107 Depto 102,Gustavo A. Madero,72690,Unidad Habitacional El Arbolillo,Cuidad de México,5515670513,5533373984,perlavelazquez03@derecho.unam.mx,proyecto/data/photos/photo_VEIR030324FTNCMX71.png,Facultad de Derecho,No aplica,No aplica,True,False,False
BORS780101FMNYPT85,CARINA,BOLAÑOS,ROBLES,Diligencias 153 Edif C Depto 504,Tlalpan,14650,San Pedro Martir,Cuidad de México,5574744566,5646617228,carinarobles78@posgrado.unam.mx,proyecto/data/photos/photo_BORS780101FMNYPT85.png,No aplica,No aplica,Unidad de Posgrado,False,False,True
VASS030218FBWSIT58,LIZBETH,VARGAS,SANTIAGO,"Cl. TORRES QUINTERO, 4 VIVIENDA C-102",Cuauhtémoc,60200,CENTRO,Cuidad de México,5521888636,5575012492,lizbethvargas03@odontologia.unam.mx,proyecto/data/photos/photo_VASS030218FBWSIT58.png,Facultad de Odontología,No aplica,No aplica,True,False,False
GUMY980618FMTTYA99,VERONICA,GUERRERO,MENDOZA,Sabadell 78 Edif B-4 Depto 204,Iztapalapa,98680,San Nicolas Tolentino,Cuidad de México,5634716512,5601178201,veronicaguerrero98@fca.unam.mx,proyecto/data/photos/photo_GUMY980618FMTTYA99.jpg,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
ROCY601026FJLJJO50,ELVA,ROMERO,CISNEROS,Nublo Mz-8 Lt-1 N-24,Tláhuac,13230,Granjas Cabrera,Cuidad de México,5659568495,5548927525,elvaromero60@limnologia.unam.mx,proyecto/data/photos/photo_ROCY601026FJLJJO50.png,No aplica,Instituto de Ciencias del Mar y Limnología,No aplica,False,True,False
SASA040817FCQFUX60,MA. DEL CARMEN,SANCHEZ,SANCHEZ,Arroyo Viejo 11,Gustavo A. Madero,73200,Residencial la Escalera,Cuidad de México,5669964522,5539955137,ma.sanchez04@fca.unam.mx,proyecto/data/photos/photo_SASA040817FCQFUX60.png,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
SOCA040211FOYGCH77,MIRELLA,SOTO,CERVERA,"Cl. SAGU, 153",Iztapalapa,98100,GRANJAS ESMERALDA,Cuidad de México,5512910954,5549747546,mirellasoto04@mvz.unam.mx,proyecto/data/photos/photo_SOCA040211FOYGCH77.png,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
BEDA730216FSGXOX26,ELVIRA,BEJARANO,DURANTE,Av Vasco de Quiroga 1235 Depto B-209,Álvaro Obregón,12200,Las Cuevitas,Cuidad de México,5629809120,5552380421,elvirabejarano73@muac.unam.mx,proyecto/data/photos/photo_BEDA730216FSGXOX26.jpg,No aplica,No aplica,Museo Universitario de Arte Contemporáneo,False,False,True
GAOA041026FZKDBG52,MARIA DEL SOC,GALICIA,ORTIZ,Expropiacion Petrolera 11 And,Gustavo A. Madero,70900,Unidad C T M,Cuidad de México,5699100565,5566858697,mariaortiz04@mvz.unam.mx,proyecto/data/photos/photo_GAOA041026FZKDBG52.jpg,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
ESGA000403FSYDSX46,MARIA MAGDALENA,ESPINOSA,GALINDO,Eje Central Lazaro Cardenas 398 10,Benito Juárez,34000,ALAMOS,Cuidad de México,5590205519,5633053271,mariaespinosa00@economia.unam.mx,proyecto/data/photos/photo_ESGA000403FSYDSX46.jpg,Facultad de Economía,No aplica,No aplica,True,False,False
CHGB010925FMWRSY79,DULCE ROSARIO,CHAVARRIA,GARCIA,Revolucion # 67 Edif. G Depto. 203,Tláhuac,13210,Los Olivos,Cuidad de México,5516443075,5623477784,dulcechavarria01@mvz.unam.mx,proyecto/data/photos/photo_CHGB010925FMWRSY79.png,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
PEUC000527FJQUWE77,LETICIA,PEREZ,URIBE,EJE 1 PTE AV CUAUHTEMOC 19 COND C LOC 96,Cuauhtémoc,67000,ROMA NORTE,Cuidad de México,5644418859,5627154533,leticiauribe00@polacas.unam.mx,proyecto/data/photos/photo_PEUC000527FJQUWE77.png,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
ORPC810127FOSXSY78,LAURA EDITH,ORDOÑEZ,PEREZ,Carreta 95 Ent a Depto 201,Tlalpan,14390,Villa Coapa,Cuidad de México,5519258971,5582128260,lauraordoñez81@botanico.unam.mx,proyecto/data/photos/photo_ORPC810127FOSXSY78.jpg,No aplica,No aplica,Jardín Botánico IB-UNAM,False,False,True
VAHC040920FQAMXW43,CONCEPCION GUADALUPE,VALENCIA,HERNANDEZ,"Cl. 641, 243",Gustavo A. Madero,79790,SAN JUAN DE ARAGON V SECCION,Cuidad de México,5552805768,5655111080,concepcionhernandez04@derecho.unam.mx,proyecto/data/photos/photo_VAHC040920FQAMXW43.jpg,Facultad de Derecho,Instituto de Ciencias del Mar y Limnología,No aplica,True,True,False
MAND040326FTZILL30,MARY CARMEN,MARTINEZ,NOGUEZ,1 Cda.camino Real Lt-53 Maz-125-a,Tláhuac,13508,Bo.san Agustin San Juan Ixtayopan,Cuidad de México,5575473121,5619786649,marymartinez04@polacas.unam.mx,proyecto/data/photos/photo_MAND040326FTZILL30.jpg,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
MAOD990829FZZXZD29,LILIA EDITH,MALFAVON,ORTEGA,CARLOS BENZ LT. 3 MZ. 13,Iztapalapa,98000,Fuego Nuevo,Cuidad de México,5618134063,5554200759,liliaortega99@enallt.unam.mx,proyecto/data/photos/photo_MAOD990829FZZXZD29.png,"Escuela Nacional de Lenguas, Lingüística y Traducción",No aplica,No aplica,True,False,False
ZAJE660520FSUVKX22,MARIA DEL ROSARIO,ZACARIAS,JUAREZ,Rio Azul Mz.11 Lt.23,Iztapalapa,99700,Valle San Lorenzo,Cuidad de México,5519323139,5517804755,mariajuarez66@cepe.unam.mx,proyecto/data/photos/photo_ZAJE660520FSUVKX22.png,No aplica,No aplica,CEPE,False,False,True
RORE030214FCPOHH84,MARIA DEL SOCORRO,ROSADO,RAYAS,San Lorenzo 750 E-12mz.2201,Iztapalapa,98500,San Nicolas Tolentino,Cuidad de México,5573559307,5627638424,mariarayas03@ciencias.unam.mx,proyecto/data/photos/photo_RORE030214FCPOHH84.jpg,Facultad de Ciencias,No aplica,No aplica,True,False,False
RAOJ830429FNYTZQ25,ANGELICA,RAMIREZ,ONOFRE,2da Cda Reforma Central Mz 40 Lt 66 Zn 4,Iztapalapa,97300,Reforma Politica,Cuidad de México,5639900003,5541029519,angelicaramirez83@dgdc.unam.mx,proyecto/data/photos/photo_RAOJ830429FNYTZQ25.png,No aplica,No aplica,Universum,False,False,True
CRBK040415FCGCEE67,BLANCA IRENE,CRUZ,BLANCO,Edif 73 Ent B Depto 202,Gustavo A. Madero,77200,Unidad Lindavista Vallejo,Cuidad de México,5567802944,5566458395,blancablanco04@derecho.unam.mx,proyecto/data/photos/photo_CRBK040415FCGCEE67.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
JILK610313FSASTV35,GABINA,JIMENEZ,LEDESMA,Av Coyoacan 1435 Edif F Depto 406 C u Pte Aleman,Benito Juárez,31000,DEL VALLE SUR,Cuidad de México,5697316906,5679223967,gabinajimenez61@torre.unam.mx,proyecto/data/photos/photo_JILK610313FSASTV35.jpg,No aplica,No aplica,Torre II de Humanidades,False,False,True
SABL990928FVTBVA32,MIRTHALA,SANCHEZ,BAAS,Calle 1 Num 611,Miguel Hidalgo,11470,Francisco I Madero,Cuidad de México,5660912400,5695638957,mirthalasanchez99@iimas.unam.mx,proyecto/data/photos/photo_SABL990928FVTBVA32.jpg,Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas,No aplica,No aplica,True,False,False
BELL620219FCTSIH98,CATALINA,BEDOYA,LOPEZ,Avenida 14 90,Venustiano Carranza,15000,Ignacio Zaragoza,Cuidad de México,5624866779,5509404731,catalinabedoya62@deporte.unam.mx,proyecto/data/photos/photo_BELL620219FCTSIH98.jpg,No aplica,No aplica,Estadio Olímpico,False,False,True
RANL020802FCVRVL33,ALEJANDRA,RAMOS,NAVARRETE,Nezahualcoyotl  Lt.3 Mz. 5-B Secc. VI,Coyoacán,43000,Colonia Ajusco- Huayamilpas,Cuidad de México,5524496420,5670866399,alejandranavarrete02@ciencias.unam.mx,proyecto/data/photos/photo_RANL020802FCVRVL33.png,Facultad de Ciencias,No aplica,No aplica,True,False,False
JIVM031012FHUUOR63,PROVIDENCIA,JIMENEZ,VIELMA,TULCINGO 20PROV,Iztapalapa,97900,Pueblo de San Lorenzo Tezonco,Cuidad de México,5688999373,5563969189,providenciajimenez03@derecho.unam.mx,proyecto/data/photos/photo_JIVM031012FHUUOR63.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
DOSM010805FMFIMD53,YADIRA,DOMINGUEZ,SANTOS,"Cl. PONIENTE 143, 738 Local c. LC",Miguel Hidalgo,11260,MEXICO NUEVO,Cuidad de México,5693690467,5583572801,yadiradominguez01@derecho.unam.mx,proyecto/data/photos/photo_DOSM010805FMFIMD53.png,Facultad de Derecho,Instituto de Fisiología Celular,No aplica,True,True,False
ORRM850701FQVPJL79,GLORIA GUADALUPE,ORTIZ,ROJAS,Gavilan 181 Cond.d Edif.6 Depto.402,Iztapalapa,93600,Barrio San Miguel,Cuidad de México,5694151527,5621945871,gloriarojas85@limnologia.unam.mx,proyecto/data/photos/photo_ORRM850701FQVPJL79.jpg,No aplica,Instituto de Ciencias del Mar y Limnología,No aplica,False,True,False
GAMM031116FTOZQK48,ELODIA,GARCIA,MAZA,"Eje 5 SUR AV SAN ANTONIO, 7 Edif. T 2 A, Dpto. 401",Álvaro Obregón,11800,CAROLA,Cuidad de México,5686493726,5510425229,elodiagarcia03@polacas.unam.mx,proyecto/data/photos/photo_GAMM031116FTOZQK48.png,Facultad de Ciencias Políticas y Sociales,Instituto de Química,No aplica,True,True,False
SABM030214FCIPMB80,MARIBEL,SALGADO,BAUTISTA,"Cl. VELINO M PRESA, MZ-85 LT-5",Tláhuac,13020,SAN JOSE TLAHUAC DEL PUEBLO SAN PEDRO TLAHUAC,Cuidad de México,5547840315,5686835361,maribelbautista03@economia.unam.mx,proyecto/data/photos/photo_SABM030214FCIPMB80.png,Facultad de Economía,No aplica,No aplica,True,False,False
ESCM750517FCXEYO52,YOLANDA DEL CARMEN,ESPIRITU,CUAYA,Sur 101-b 404 3,Iztapalapa,90900,Heroes de Churubusco,Cuidad de México,5698321258,5544441367,yolandacuaya75@dgp.unam.mx,proyecto/data/photos/photo_ESCM750517FCXEYO52.jpg,No aplica,No aplica,Rectoría,False,False,True
HEJM020919FTEQFX68,MARIA ANG,HERNANDEZ,JIMENEZ,Toledo 89 Edif C Depto 4 Estac Cto Serv Jaula,Benito Juárez,34000,Alamos,Cuidad de México,5642773155,5593159592,mariahernandez02@filosofia.unam.mx,proyecto/data/photos/photo_HEJM020919FTEQFX68.jpg,Facultad de Filosofía y Letras,Instituto de Ciencias Nucleares,No aplica,True,True,False
CRMN811023FNPFWV18,MARIA ROSELIA,CRUZ,MENDOZA,Sierra Santa Rosa 231,Miguel Hidalgo,11650,Reforma Social,Cuidad de México,5626225213,5502106098,mariamendoza81@posgrado.unam.mx,proyecto/data/photos/photo_CRMN811023FNPFWV18.png,No aplica,No aplica,Unidad de Posgrado,False,False,True
LEMN830401FNXOMT10,MARIA DOLORES,LEON,MANJARREZ,El Son 2 Depto 9,Magdalena Contreras,10100,Unidad Independencia,Cuidad de México,5583558253,5525286851,marialeon83@torre.unam.mx,proyecto/data/photos/photo_LEMN830401FNXOMT10.png,No aplica,No aplica,Torre II de Humanidades,False,False,True
MOMO020813FTWYDF87,ELIA PATRICIA,MONTERO,MARTINEZ,A Ancona Alberto Lt 48 Mz 5,Álvaro Obregón,12600,Liberacion Proletaria,Cuidad de México,5518114991,5572134810,eliamontero02@ciencias.unam.mx,proyecto/data/photos/photo_MOMO020813FTWYDF87.jpg,Facultad de Ciencias,No aplica,No aplica,True,False,False
TERR061028FSOBEL38,MARTHA,TECPA,RAMIREZ,AV UNIVERSIDAD S/N EDIF 29 F,Benito Juárez,30200,NARVARTE ORIENTE,Cuidad de México,5624504530,5642067642,martharamirez06@iimas.unam.mx,proyecto/data/photos/photo_TERR061028FSOBEL38.jpg,Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas,No aplica,No aplica,True,False,False
MOGS531012FZFSLA30,YANETH GUADALUPE,MONTANEZ,GARCIA,CHARCO AZUL 7 DEPTO 4,Benito Juárez,39100,MIXCOAC,Cuidad de México,5514803456,5638039868,yanethmontanez53@archivo.unam.mx,proyecto/data/photos/photo_MOGS531012FZFSLA30.png,No aplica,No aplica,Archivo General,False,False,True
SASS040811FGPGXQ41,MARIA DEL CARMEN,SALGADO,SANCHEZ,Coru#a 350 2,Iztacalco,82000,Viaducto Piedad,Cuidad de México,5649074332,5665000200,mariasalgado04@polacas.unam.mx,proyecto/data/photos/photo_SASS040811FGPGXQ41.png,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
TEAS041102FQKRVM93,MARIA CARMEN,TENORIO,ARELLANO,2da Nabor Carrillo 148,Álvaro Obregón,17800,Olivar de los Padres,Cuidad de México,5605275580,5682136287,mariatenorio04@odontologia.unam.mx,proyecto/data/photos/photo_TEAS041102FQKRVM93.png,Facultad de Odontología,No aplica,No aplica,True,False,False
VACT090106FZXESM80,MA. LUZ,VAZQUEZ,CANO,"Eje 1 PONIENTE CALZ VALLEJO, 1268 Edif. G-18, Sec. COND 6, Dpto. 401",Gustavo A. Madero,76200,SANTA ROSA,Cuidad de México,5544816605,5513373935,ma.cano09@filosofia.unam.mx,proyecto/data/photos/photo_VACT090106FZXESM80.jpg,Facultad de Filosofía y Letras,No aplica,No aplica,True,False,False
YATA750305FCSOJZ52,LAURA ELIZABETH,YAM,TOVAR,Wisconsin 64,Benito Juárez,38100,AMPLIACION NAPOLES,Cuidad de México,5642370869,5544623320,laurayam75@muac.unam.mx,proyecto/data/photos/photo_YATA750305FCSOJZ52.png,No aplica,No aplica,Museo Universitario de Arte Contemporáneo,False,False,True
ZASA001022FBGVXW35,ANGELES,ZAVALA,SAGUILAN,Brisas Z 11 Mz 10 Lt 13,Gustavo A. Madero,70400,Arboledas de Cuautepec,Cuidad de México,5591008649,5657965855,angelessaguilan00@mvz.unam.mx,proyecto/data/photos/photo_ZASA001022FBGVXW35.jpg,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
ROHA030218FHEYMP38,LILIANA,ROBLES,HERNANDEZ,Cda La Palma L-124,Cuajimalpa,57000,Tianguillo,Cuidad de México,5692143402,5612733635,lilianarobles03@economia.unam.mx,proyecto/data/photos/photo_ROHA030218FHEYMP38.jpg,Facultad de Economía,Instituto de Geografía,No aplica,True,True,False
PELA000408FZSQWR44,OLGA,PEREZ,LUNA,OCASO N. 51  Depto. 507,Coyoacán,45300,INSURGENTES CUICUILCO,Cuidad de México,5520943300,5533129960,olgaperez00@quimica.unam.mx,proyecto/data/photos/photo_PELA000408FZSQWR44.jpg,Facultad de Química,Instituto de Investigaciones Jurídicas,No aplica,True,True,False
LOGB030807FGUNWE61,CANDELARIA,LOPEZ,GARZA,E Bustamante 16,Venustiano Carranza,15670,Adolfo Lopez Mateos,Cuidad de México,5529844384,5696386691,candelarialopez03@economia.unam.mx,proyecto/data/photos/photo_LOGB030807FGUNWE61.png,Facultad de Economía,No aplica,No aplica,True,False,False
COEB021105FAAYEU52,ELVIRA,COTA,ESCALERA,Campo El Mexicano 108,Azcapotzalco,22400,Reynosa Tamaulipas,Cuidad de México,5530559334,5534217169,elviracota02@psicologia.unam.mx,proyecto/data/photos/photo_COEB021105FAAYEU52.png,Facultad de Psicología,No aplica,No aplica,True,False,False
FODC050416FGGSFI18,MARTINA,FONSECA,DURAN,AV PASEO DE LA REFORMA 27 DEPTO   B 1510,Cuauhtémoc,60300,TABACALERA,Cuidad de México,5522373072,5506357683,martinaduran05@psicologia.unam.mx,proyecto/data/photos/photo_FODC050416FGGSFI18.png,Facultad de Psicología,No aplica,No aplica,True,False,False
FLVC020622FGCUWG67,AZUCENA,FLORES,VILLARREAL,AV DR JOSE MARIA VERTIZ 1200 DEPTO 3,Benito Juárez,36500,LETRAN VALLE,Cuidad de México,5695163935,5681839377,azucenaflores02@polacas.unam.mx,proyecto/data/photos/photo_FLVC020622FGCUWG67.png,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
HEAC040109FNDGCS12,ROSARIO ADRIANA,HERRERA,AGUILAR,Ricardo Castro 64 Depto 101,Cuauhtémoc,62200,Peralvillo,Cuidad de México,5571059938,5649672675,rosarioherrera04@psicologia.unam.mx,proyecto/data/photos/photo_HEAC040109FNDGCS12.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
DEGC031114FYUDOP53,MARIA TERESA DE JESUS,DE LA CRUZ,GONZALEZ,Calle 13 Num 148,Azcapotzalco,26000,Pro Hogar,Cuidad de México,5558894450,5504089197,mariagonzalez03@odontologia.unam.mx,proyecto/data/photos/photo_DEGC031114FYUDOP53.png,Facultad de Odontología,Instituto de Geografía,No aplica,True,True,False
GUSC820622FTLBOK75,SARAI,GUERRERO,SOLIS,1er And Oyameles Mz 3 Lt 16,Álvaro Obregón,17000,Po Tetelpan,Cuidad de México,5510167731,5568487230,saraiguerrero82@posgrado.unam.mx,proyecto/data/photos/photo_GUSC820622FTLBOK75.png,No aplica,No aplica,Unidad de Posgrado,False,False,True
MOSD680523FCRMAT19,GUADALUPE,MOO,SALINAS,Norte 90 6608,Gustavo A. Madero,74800,San Pedro El Chico,Cuidad de México,5646738611,5562075921,guadalupesalinas68@fisiologia.unam.mx,proyecto/data/photos/photo_MOSD680523FCRMAT19.jpg,No aplica,Instituto de Fisiología Celular,No aplica,False,True,False
ARQD800113FCDWRP51,ALEJANDRA,ARAMBURO,QUIROZ,Flor de Loto Zona 5 Mz 29 Lt 3,Álvaro Obregón,18600,Lomas de la Era,Cuidad de México,5678442870,5643756577,alejandraquiroz80@fisica.unam.mx,proyecto/data/photos/photo_ARQD800113FCDWRP51.jpg,No aplica,Instituto de Física,No aplica,False,True,False
HECE010218FYKLSD18,BLANCA ESTE,HERNANDEZ,CERVERA,Guty Cardenas 139 Depto 703,Álvaro Obregón,10200,Guadalupe Inn,Cuidad de México,5576672365,5645858237,blancacervera01@ingenieria.unam.mx,proyecto/data/photos/photo_HECE010218FYKLSD18.jpg,Facultad de Ingeniería,Instituto de Ciencias del Mar y Limnología,No aplica,True,True,False
ESOH040928FCYRGU64,MARTHA IRENE,ESTEBAN,ORTEGA,Prolongacion Atrio de San Francisco 58,Coyoacán,43200,Barrio de Nino Jesus,Cuidad de México,5536472454,5588951854,marthaesteban04@derecho.unam.mx,proyecto/data/photos/photo_ESOH040928FCYRGU64.png,Facultad de Derecho,No aplica,No aplica,True,False,False
MUFI040706FGPNNK49,MARIA TERESA,MUÑIZ,FLORES,"Cl. LAGO URMIAH, 12 Edif. 3, Dpto. 203",Miguel Hidalgo,11430,PENSIL NORTE,Cuidad de México,5578922506,5685572654,mariamuñiz04@economia.unam.mx,proyecto/data/photos/photo_MUFI040706FGPNNK49.png,Facultad de Economía,No aplica,No aplica,True,False,False
RAVK050828FHJXXD28,MARGARITA,RAMIREZ,VARGAS,CALLE 4 DE MARZO 1929 L-8,Iztapalapa,93600,SAN MIGUEL,Cuidad de México,5580083893,5567830267,margaritaramirez05@fca.unam.mx,proyecto/data/photos/photo_RAVK050828FHJXXD28.png,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
LESM030414FCESOW44,LAURA,LEYVA,SANCHEZ,"Avd. DE LOS POETAS, 100 Edif. COND PARQUE REFORMA, Dpto. D-203",Cuajimalpa,53480,SANTA FE CUAJIMALPA,Cuidad de México,5578384514,5663242582,lauraleyva03@derecho.unam.mx,proyecto/data/photos/photo_LESM030414FCESOW44.png,Facultad de Derecho,No aplica,No aplica,True,False,False
MOAM870828FOXYTM83,EMILIANA,MORALES,ADAME,Esmeralda 33 Depto.402b,Tlalpan,14600,Tepepan,Cuidad de México,5639727844,5598021730,emilianamorales87@dgdc.unam.mx,proyecto/data/photos/photo_MOAM870828FOXYTM83.png,No aplica,No aplica,Universum,False,False,True
PACM820429FACYGV67,DINORATH,PALACIOS,CEDILLO,OROZCO Y BERRA 22 EDIF 1 DEPTO 202,Cuauhtémoc,63500,BUENAVISTA,Cuidad de México,5558738524,5627301451,dinorathcedillo82@deporte.unam.mx,proyecto/data/photos/photo_PACM820429FACYGV67.jpg,No aplica,No aplica,Estadio Olímpico,False,False,True
MOJM020609FAOZKY36,MARIA JUDITH,MONTES,JASSO,Andador 26 34 Ent C Depto 5,Gustavo A. Madero,72700,Acueducto de Guadalupe,Cuidad de México,5598558824,5586734302,mariamontes02@quimica.unam.mx,proyecto/data/photos/photo_MOJM020609FAOZKY36.png,Facultad de Química,No aplica,No aplica,True,False,False
IBGM840125FPSICW35,SANDRA ELENA,IBARRA,GALLEGOS,AV SANTA FE 455 DEPTO 2102,Cuajimalpa,53000,SANTA FE,Cuidad de México,5515921209,5505547707,sandraibarra84@fisiologia.unam.mx,proyecto/data/photos/photo_IBGM840125FPSICW35.png,No aplica,Instituto de Fisiología Celular,No aplica,False,True,False
OLHM030123FBAKTB64,PATRICIA,OLIVERA,HIDALGO,Gavilan Num. 24 Edif-H Dpto-201,Iztapalapa,93600,Barrio San Miguel,Cuidad de México,5691253348,5650432353,patriciaolivera03@psicologia.unam.mx,proyecto/data/photos/photo_OLHM030123FBAKTB64.png,Facultad de Psicología,No aplica,No aplica,True,False,False
GOHM841117FYMPGW82,DIANA MARISOL,GONZALEZ,HERRERA,VISTA HERMOSA L-21,Iztapalapa,96400,XALPA,Cuidad de México,5526489999,5588784153,dianaherrera84@dgdc.unam.mx,proyecto/data/photos/photo_GOHM841117FYMPGW82.jpg,No aplica,No aplica,Universum,False,False,True
CRCM031008FTKTWQ94,MARY CARMEN,CRISTOBAL,CAMBERO,Av.texcoco 1268 Mz-f Cond.19 a Edif.3 Depto.302,Iztapalapa,91400,U.h.solidaridad,Cuidad de México,5667031419,5668293660,marycambero03@ingenieria.unam.mx,proyecto/data/photos/photo_CRCM031008FTKTWQ94.jpg,Facultad de Ingeniería,No aplica,No aplica,True,False,False
CALM040128FCPBVZ87,MARIA CONCEPCION,CARBAJAL,LOPEZ,Dr. E. Glez. Martinez 8 Depto. 7,Cuauhtémoc,64000,Santa Maria la Ribera,Cuidad de México,5583910431,5519066985,mariacarbajal04@psicologia.unam.mx,proyecto/data/photos/photo_CALM040128FCPBVZ87.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
SADM020213FNFQJD34,LUCILA,SANCHEZ,DOMINGUEZ,Oriente 249-b No.182,Iztacalco,85000,Agricola Oriental,Cuidad de México,5561680765,5626270982,luciladominguez02@arquitectura.unam.mx,proyecto/data/photos/photo_SADM020213FNFQJD34.jpg,Facultad de Arquitectura,No aplica,No aplica,True,False,False
DEHM040912FZDGQD22,BRENDA NOEMI,DE LA LUZ,HERNANDEZ,ASTURIAS Num. 17 Departamento 402,Benito Juárez,39200,INSURGENTES MIXCOAC,Cuidad de México,5640561262,5692054563,brendade la luz04@medicina.unam.mx,proyecto/data/photos/photo_DEHM040912FZDGQD22.png,Facultad de Medicina,No aplica,No aplica,True,False,False
COBM040716FMKICJ74,VERONICA,COLLI,BAENA,Vada # 24 Mz 2 Lt 4,Iztapalapa,99600,El Molino,Cuidad de México,5641785798,5531069383,veronicacolli04@psicologia.unam.mx,proyecto/data/photos/photo_COBM040716FMKICJ74.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
